,Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
7090,7090,118012,Female,Loyal Customer,44,Business travel,Eco,1037,2,3,3,3,1,4,4,2,2,2,2,1,2,1,0,0.0,neutral or dissatisfied
7091,7091,100533,Male,Loyal Customer,31,Personal Travel,Eco,580,2,5,2,4,5,2,1,5,3,3,4,4,4,5,24,18.0,neutral or dissatisfied
7092,7092,56231,Male,Loyal Customer,34,Personal Travel,Eco,1608,3,5,3,3,1,3,2,1,3,3,3,5,4,1,0,0.0,neutral or dissatisfied
7093,7093,4169,Male,Loyal Customer,17,Personal Travel,Eco,431,2,5,2,5,5,2,5,5,5,4,5,5,5,5,5,0.0,neutral or dissatisfied
7094,7094,69450,Female,Loyal Customer,18,Personal Travel,Eco,1096,2,1,2,3,5,2,2,5,4,5,2,3,2,5,0,2.0,neutral or dissatisfied
7095,7095,68173,Male,Loyal Customer,44,Business travel,Eco,597,3,2,2,2,3,3,3,3,4,2,2,2,2,3,0,7.0,neutral or dissatisfied
7096,7096,27999,Female,Loyal Customer,45,Business travel,Business,363,5,5,5,5,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
7097,7097,276,Female,disloyal Customer,43,Business travel,Eco,402,2,0,3,1,2,3,2,2,4,1,4,5,2,2,0,0.0,neutral or dissatisfied
7098,7098,117131,Male,Loyal Customer,69,Personal Travel,Eco,338,2,4,2,4,5,2,5,5,4,3,3,3,3,5,2,0.0,neutral or dissatisfied
7099,7099,81276,Female,disloyal Customer,50,Business travel,Business,1020,2,2,2,3,5,2,5,5,4,3,5,4,5,5,0,0.0,satisfied
7100,7100,30799,Female,Loyal Customer,47,Personal Travel,Eco,701,3,2,3,4,3,3,4,5,5,3,1,1,5,3,23,29.0,neutral or dissatisfied
7101,7101,71338,Male,Loyal Customer,39,Personal Travel,Eco,1514,1,1,1,3,4,1,4,4,2,4,3,4,2,4,0,0.0,neutral or dissatisfied
7102,7102,90400,Male,Loyal Customer,62,Personal Travel,Business,270,3,5,3,1,5,5,4,3,3,3,3,5,3,4,0,0.0,neutral or dissatisfied
7103,7103,126918,Female,Loyal Customer,43,Business travel,Business,2033,0,0,0,1,4,5,5,3,3,3,3,5,3,4,0,0.0,satisfied
7104,7104,1506,Male,Loyal Customer,42,Business travel,Business,3853,2,1,1,1,3,3,3,2,2,2,2,3,2,2,0,5.0,neutral or dissatisfied
7105,7105,66674,Male,disloyal Customer,27,Business travel,Business,802,4,4,4,3,1,4,1,1,3,2,5,3,5,1,0,0.0,satisfied
7106,7106,6506,Female,Loyal Customer,32,Business travel,Business,3964,1,1,1,1,4,3,4,4,3,3,4,4,4,4,27,32.0,satisfied
7107,7107,52854,Male,Loyal Customer,38,Personal Travel,Eco,1721,3,1,3,2,3,3,3,3,2,2,2,4,2,3,127,124.0,neutral or dissatisfied
7108,7108,53829,Female,Loyal Customer,47,Business travel,Business,1503,5,5,5,5,3,1,4,4,4,4,5,5,4,5,59,43.0,satisfied
7109,7109,11680,Male,disloyal Customer,27,Business travel,Business,395,2,2,2,2,5,2,5,5,1,4,2,1,2,5,0,19.0,neutral or dissatisfied
7110,7110,58287,Male,Loyal Customer,65,Personal Travel,Eco,594,1,3,1,4,3,1,3,3,5,2,2,3,2,3,4,4.0,neutral or dissatisfied
7111,7111,79342,Male,Loyal Customer,38,Business travel,Eco,1020,3,5,5,5,3,3,3,3,4,4,3,2,3,3,1,0.0,neutral or dissatisfied
7112,7112,83825,Male,Loyal Customer,52,Business travel,Business,425,1,1,1,1,3,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
7113,7113,111312,Male,Loyal Customer,47,Business travel,Business,1952,4,3,4,4,4,5,5,3,3,4,3,3,3,3,0,0.0,satisfied
7114,7114,90607,Male,Loyal Customer,23,Business travel,Business,545,1,1,1,1,5,5,5,5,4,4,5,5,4,5,28,17.0,satisfied
7115,7115,121937,Female,Loyal Customer,35,Business travel,Business,2282,3,3,3,3,1,5,5,4,4,4,4,2,4,4,0,0.0,satisfied
7116,7116,89170,Female,Loyal Customer,54,Personal Travel,Eco,2139,5,4,5,2,3,4,4,2,2,5,4,4,2,5,3,0.0,satisfied
7117,7117,28507,Male,Loyal Customer,54,Business travel,Business,2688,5,5,5,5,2,2,2,2,3,3,2,2,4,2,0,0.0,satisfied
7118,7118,46854,Female,Loyal Customer,44,Business travel,Business,1701,1,1,5,1,3,1,3,5,5,5,5,2,5,3,68,69.0,satisfied
7119,7119,115204,Male,Loyal Customer,50,Business travel,Business,1949,2,2,2,2,5,4,4,5,5,5,5,5,5,3,8,1.0,satisfied
7120,7120,12251,Female,Loyal Customer,44,Business travel,Business,3910,3,3,5,3,4,4,2,4,4,4,4,1,4,3,0,0.0,satisfied
7121,7121,121279,Female,Loyal Customer,40,Business travel,Eco Plus,2075,3,4,5,5,3,3,3,3,2,4,3,1,4,3,5,12.0,neutral or dissatisfied
7122,7122,48928,Male,Loyal Customer,29,Business travel,Business,326,3,3,3,3,4,4,4,4,4,5,5,4,2,4,0,0.0,satisfied
7123,7123,54131,Male,disloyal Customer,24,Business travel,Eco,1337,5,5,5,3,2,5,2,2,2,3,4,2,3,2,26,2.0,satisfied
7124,7124,2392,Female,Loyal Customer,44,Business travel,Business,2461,3,3,3,3,3,5,4,4,4,4,4,3,4,5,21,12.0,satisfied
7125,7125,18362,Male,Loyal Customer,40,Business travel,Business,1586,1,1,1,1,5,3,1,5,5,5,4,2,5,5,0,0.0,satisfied
7126,7126,108120,Female,Loyal Customer,54,Business travel,Eco,997,1,5,2,5,4,3,3,1,1,1,1,3,1,4,114,108.0,neutral or dissatisfied
7127,7127,126244,Male,Loyal Customer,61,Business travel,Business,1886,2,2,2,2,3,3,3,3,3,3,2,1,3,3,80,71.0,neutral or dissatisfied
7128,7128,112772,Male,Loyal Customer,17,Personal Travel,Eco,590,3,4,3,3,3,5,5,4,1,1,2,5,3,5,233,222.0,neutral or dissatisfied
7129,7129,106489,Female,Loyal Customer,54,Personal Travel,Business,495,3,4,3,4,5,2,1,5,5,3,5,3,5,2,8,10.0,neutral or dissatisfied
7130,7130,41492,Female,Loyal Customer,37,Business travel,Business,1464,1,1,1,1,4,2,4,4,4,4,4,5,4,4,0,11.0,satisfied
7131,7131,28536,Female,Loyal Customer,47,Business travel,Business,2640,4,1,1,1,4,4,4,1,1,2,4,4,2,4,210,161.0,neutral or dissatisfied
7132,7132,88035,Male,Loyal Customer,23,Business travel,Business,2975,3,3,5,3,5,4,5,5,5,5,5,3,5,5,4,0.0,satisfied
7133,7133,99113,Female,Loyal Customer,12,Personal Travel,Eco,419,5,2,1,2,2,1,2,2,2,1,2,2,2,2,0,0.0,satisfied
7134,7134,77149,Male,Loyal Customer,40,Business travel,Business,1865,5,5,5,5,3,3,4,2,2,2,2,3,2,3,0,0.0,satisfied
7135,7135,105223,Female,disloyal Customer,42,Business travel,Business,377,2,2,2,3,2,2,2,2,5,4,5,5,4,2,44,46.0,neutral or dissatisfied
7136,7136,97381,Female,Loyal Customer,47,Personal Travel,Eco,1020,4,3,4,1,1,3,5,1,1,4,1,1,1,5,0,0.0,neutral or dissatisfied
7137,7137,7854,Female,Loyal Customer,46,Business travel,Business,1005,5,5,5,5,4,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
7138,7138,93671,Female,Loyal Customer,27,Business travel,Business,3918,1,5,1,1,4,4,4,4,4,1,3,4,1,4,0,0.0,satisfied
7139,7139,38061,Female,Loyal Customer,35,Business travel,Eco,1249,5,5,5,5,5,5,5,5,1,2,4,1,5,5,32,10.0,satisfied
7140,7140,51170,Female,Loyal Customer,40,Personal Travel,Eco,199,3,4,3,3,5,3,5,5,4,2,4,3,4,5,0,0.0,neutral or dissatisfied
7141,7141,128002,Female,Loyal Customer,61,Personal Travel,Eco,1488,1,5,1,3,1,1,1,5,2,2,1,1,5,1,129,148.0,neutral or dissatisfied
7142,7142,128486,Female,Loyal Customer,49,Personal Travel,Eco,325,4,4,2,3,4,4,2,2,2,2,2,3,2,3,0,0.0,neutral or dissatisfied
7143,7143,25000,Male,Loyal Customer,34,Personal Travel,Eco,692,2,2,2,3,2,2,2,2,2,1,3,1,3,2,0,0.0,neutral or dissatisfied
7144,7144,60294,Female,Loyal Customer,21,Personal Travel,Eco,783,1,4,2,4,5,2,5,5,3,3,4,5,4,5,0,14.0,neutral or dissatisfied
7145,7145,95762,Female,Loyal Customer,12,Personal Travel,Eco,453,4,4,4,3,5,4,5,5,3,2,4,5,4,5,28,10.0,neutral or dissatisfied
7146,7146,15552,Male,Loyal Customer,53,Business travel,Business,2455,1,2,2,2,1,1,1,1,4,3,2,1,3,1,182,155.0,neutral or dissatisfied
7147,7147,108166,Female,Loyal Customer,39,Personal Travel,Eco,990,4,4,4,1,4,4,1,4,5,4,4,3,4,4,5,0.0,neutral or dissatisfied
7148,7148,30,Male,Loyal Customer,48,Business travel,Business,3088,4,4,5,4,3,4,4,4,4,4,4,3,4,3,0,12.0,satisfied
7149,7149,109783,Female,Loyal Customer,70,Personal Travel,Business,1052,3,5,3,3,2,5,5,1,1,3,1,5,1,4,16,24.0,neutral or dissatisfied
7150,7150,6727,Male,Loyal Customer,40,Business travel,Business,3906,5,5,5,5,2,4,4,5,5,5,5,5,5,4,7,1.0,satisfied
7151,7151,67064,Female,Loyal Customer,36,Business travel,Business,1121,5,5,5,5,4,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
7152,7152,116610,Male,Loyal Customer,39,Business travel,Business,342,5,5,5,5,5,4,4,5,5,4,5,4,5,3,5,7.0,satisfied
7153,7153,40547,Female,Loyal Customer,43,Business travel,Business,3580,4,4,4,4,3,5,3,5,5,5,5,4,5,5,0,0.0,satisfied
7154,7154,121904,Male,Loyal Customer,54,Personal Travel,Eco,337,3,4,2,2,4,2,4,4,3,2,4,5,4,4,0,0.0,neutral or dissatisfied
7155,7155,9127,Male,Loyal Customer,53,Personal Travel,Eco,765,3,5,3,3,2,3,1,2,3,3,5,5,4,2,21,0.0,neutral or dissatisfied
7156,7156,78181,Male,Loyal Customer,71,Business travel,Eco,259,3,1,1,1,3,3,3,3,4,2,3,1,4,3,0,0.0,neutral or dissatisfied
7157,7157,23351,Female,Loyal Customer,67,Business travel,Eco Plus,979,4,1,3,1,3,1,1,4,4,4,4,5,4,4,0,0.0,satisfied
7158,7158,124709,Male,Loyal Customer,30,Personal Travel,Eco,399,5,5,5,5,1,5,1,1,3,5,1,4,5,1,0,0.0,satisfied
7159,7159,110025,Female,Loyal Customer,38,Personal Travel,Eco,1142,3,4,3,5,5,3,5,5,5,3,3,5,4,5,0,0.0,neutral or dissatisfied
7160,7160,66407,Male,Loyal Customer,24,Business travel,Business,1562,2,4,4,4,2,2,2,2,2,1,3,1,3,2,0,3.0,neutral or dissatisfied
7161,7161,38605,Male,Loyal Customer,17,Business travel,Business,231,3,1,1,1,3,3,3,3,2,5,4,3,3,3,17,15.0,neutral or dissatisfied
7162,7162,92626,Male,disloyal Customer,28,Business travel,Eco,453,4,3,5,3,1,5,3,1,3,5,3,1,3,1,0,43.0,neutral or dissatisfied
7163,7163,48964,Female,Loyal Customer,57,Business travel,Eco,337,5,2,1,2,1,3,4,5,5,5,5,5,5,3,0,0.0,satisfied
7164,7164,127329,Male,Loyal Customer,48,Business travel,Business,507,3,3,3,3,3,4,5,5,5,5,5,3,5,5,8,0.0,satisfied
7165,7165,9708,Male,Loyal Customer,34,Personal Travel,Eco,277,2,2,2,3,2,2,2,2,2,1,3,2,4,2,44,53.0,neutral or dissatisfied
7166,7166,107189,Female,Loyal Customer,37,Business travel,Eco,268,3,4,4,4,3,3,3,3,1,3,3,1,3,3,20,15.0,neutral or dissatisfied
7167,7167,70421,Female,disloyal Customer,23,Business travel,Eco,187,1,3,1,4,2,1,2,2,3,4,4,1,4,2,16,14.0,neutral or dissatisfied
7168,7168,111668,Female,disloyal Customer,12,Business travel,Eco,991,1,1,1,3,2,1,2,2,1,4,3,2,4,2,62,53.0,neutral or dissatisfied
7169,7169,44086,Male,Loyal Customer,54,Business travel,Business,473,4,4,4,4,4,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
7170,7170,12010,Female,Loyal Customer,43,Business travel,Business,3121,3,5,5,5,2,2,3,3,3,3,3,3,3,4,9,8.0,neutral or dissatisfied
7171,7171,35708,Male,Loyal Customer,53,Personal Travel,Eco,2475,2,3,2,3,2,3,3,3,4,2,2,3,1,3,0,0.0,neutral or dissatisfied
7172,7172,96426,Male,Loyal Customer,53,Business travel,Business,302,1,1,1,1,4,4,4,4,4,4,4,3,4,5,68,64.0,satisfied
7173,7173,27269,Male,disloyal Customer,34,Business travel,Business,697,2,2,2,4,2,2,2,2,4,4,3,4,4,2,0,0.0,neutral or dissatisfied
7174,7174,24035,Female,Loyal Customer,15,Personal Travel,Eco,427,2,0,2,4,2,2,3,2,3,3,4,4,5,2,1,0.0,neutral or dissatisfied
7175,7175,106737,Male,disloyal Customer,39,Business travel,Business,829,4,5,5,4,1,5,1,1,4,3,4,3,5,1,0,0.0,neutral or dissatisfied
7176,7176,60918,Female,Loyal Customer,13,Personal Travel,Business,888,2,2,2,3,4,2,4,4,1,4,3,3,3,4,7,1.0,neutral or dissatisfied
7177,7177,80994,Male,disloyal Customer,18,Business travel,Eco,228,2,2,2,3,1,2,1,1,3,3,3,1,3,1,0,0.0,neutral or dissatisfied
7178,7178,2309,Female,disloyal Customer,41,Business travel,Business,291,2,2,2,4,5,4,2,5,1,3,4,2,4,5,0,0.0,neutral or dissatisfied
7179,7179,65080,Female,Loyal Customer,46,Personal Travel,Eco,247,4,4,4,3,4,4,4,5,5,4,5,4,5,4,0,0.0,satisfied
7180,7180,84376,Female,Loyal Customer,27,Business travel,Business,606,2,2,2,2,2,2,2,2,3,4,4,3,3,2,0,66.0,neutral or dissatisfied
7181,7181,78219,Male,Loyal Customer,14,Personal Travel,Eco,153,2,5,2,3,5,2,4,5,3,4,4,3,5,5,0,0.0,neutral or dissatisfied
7182,7182,111287,Male,Loyal Customer,11,Personal Travel,Eco,479,2,4,1,3,4,1,1,4,3,3,3,5,1,4,0,5.0,neutral or dissatisfied
7183,7183,125630,Male,disloyal Customer,35,Business travel,Business,899,3,4,4,3,3,4,3,3,3,4,4,5,4,3,17,21.0,neutral or dissatisfied
7184,7184,26563,Female,Loyal Customer,42,Business travel,Business,3671,1,1,1,1,5,4,4,4,4,4,4,3,4,3,14,10.0,satisfied
7185,7185,63782,Male,Loyal Customer,56,Business travel,Business,1721,2,1,1,1,4,3,4,2,2,2,2,4,2,3,41,45.0,neutral or dissatisfied
7186,7186,95379,Female,Loyal Customer,18,Personal Travel,Eco,189,3,1,0,3,1,0,1,1,3,4,2,3,3,1,15,8.0,neutral or dissatisfied
7187,7187,44172,Female,Loyal Customer,52,Business travel,Business,1831,5,3,5,5,1,5,2,4,4,4,4,4,4,5,0,6.0,satisfied
7188,7188,87891,Female,Loyal Customer,50,Business travel,Business,2803,1,1,1,1,3,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
7189,7189,1086,Female,Loyal Customer,50,Personal Travel,Eco,247,2,5,2,5,2,4,4,3,3,2,3,4,3,5,11,17.0,neutral or dissatisfied
7190,7190,65934,Female,Loyal Customer,41,Personal Travel,Eco,569,2,5,2,4,2,2,2,2,1,5,3,3,1,2,0,0.0,neutral or dissatisfied
7191,7191,33934,Male,Loyal Customer,45,Business travel,Business,3576,4,4,4,4,1,5,1,5,5,5,5,3,5,1,0,17.0,satisfied
7192,7192,123369,Female,Loyal Customer,42,Business travel,Business,2704,4,5,5,5,3,4,3,4,4,4,4,4,4,4,0,2.0,neutral or dissatisfied
7193,7193,57114,Male,disloyal Customer,29,Business travel,Eco,1222,3,3,3,3,3,3,1,3,1,1,4,3,3,3,3,0.0,neutral or dissatisfied
7194,7194,18330,Male,Loyal Customer,39,Business travel,Business,554,3,3,3,3,3,3,1,3,3,3,3,1,3,5,31,11.0,satisfied
7195,7195,5314,Male,Loyal Customer,59,Business travel,Eco Plus,190,2,4,4,4,2,2,2,2,4,2,3,1,3,2,0,0.0,neutral or dissatisfied
7196,7196,106315,Male,Loyal Customer,57,Personal Travel,Eco,998,3,3,3,5,3,3,3,3,5,5,1,1,1,3,25,7.0,neutral or dissatisfied
7197,7197,126129,Male,Loyal Customer,38,Business travel,Business,1517,4,4,4,4,3,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
7198,7198,94269,Female,Loyal Customer,44,Business travel,Business,323,3,3,3,3,3,4,4,4,4,4,4,3,4,4,1,0.0,satisfied
7199,7199,47918,Female,Loyal Customer,35,Personal Travel,Eco,329,3,3,2,1,3,2,3,3,3,5,4,1,4,3,59,39.0,neutral or dissatisfied
7200,7200,37208,Male,disloyal Customer,25,Business travel,Eco,680,5,5,5,2,3,5,1,3,3,5,3,2,2,3,0,0.0,satisfied
7201,7201,63861,Male,disloyal Customer,27,Business travel,Business,1192,2,2,2,4,3,2,3,3,4,5,5,3,4,3,0,0.0,neutral or dissatisfied
7202,7202,123461,Male,Loyal Customer,44,Business travel,Business,2296,3,3,3,3,5,3,4,5,5,5,5,3,5,4,0,0.0,satisfied
7203,7203,76207,Female,Loyal Customer,48,Business travel,Business,2422,1,1,1,1,4,5,5,5,5,5,5,5,5,3,25,42.0,satisfied
7204,7204,24815,Male,disloyal Customer,40,Business travel,Eco,894,3,3,3,5,1,3,1,1,5,2,5,5,2,1,7,0.0,neutral or dissatisfied
7205,7205,59027,Male,Loyal Customer,47,Business travel,Business,1846,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,1.0,satisfied
7206,7206,105336,Female,Loyal Customer,48,Business travel,Business,3927,4,4,4,4,2,5,4,3,3,4,3,5,3,4,32,18.0,satisfied
7207,7207,103310,Male,Loyal Customer,35,Business travel,Business,1371,1,1,1,1,4,5,4,3,3,4,3,3,3,5,13,23.0,satisfied
7208,7208,107047,Female,disloyal Customer,24,Business travel,Business,395,3,3,3,3,5,3,5,5,3,5,4,2,4,5,52,48.0,neutral or dissatisfied
7209,7209,24086,Female,Loyal Customer,52,Personal Travel,Eco,854,5,4,5,2,4,4,5,3,3,5,3,4,3,4,0,0.0,satisfied
7210,7210,15055,Male,Loyal Customer,63,Business travel,Eco,116,4,4,4,4,4,4,4,4,3,2,4,1,4,4,12,0.0,neutral or dissatisfied
7211,7211,6519,Male,Loyal Customer,11,Business travel,Business,2421,3,2,2,2,3,3,3,3,2,2,3,2,4,3,50,91.0,neutral or dissatisfied
7212,7212,74095,Male,Loyal Customer,60,Business travel,Business,641,2,2,2,2,4,4,4,4,4,4,4,3,4,5,0,0.0,satisfied
7213,7213,68475,Male,disloyal Customer,44,Business travel,Eco,1303,1,1,1,4,2,1,2,2,2,1,4,4,4,2,0,0.0,neutral or dissatisfied
7214,7214,30922,Female,Loyal Customer,41,Personal Travel,Eco,896,1,2,1,4,3,1,4,3,4,5,4,4,4,3,4,8.0,neutral or dissatisfied
7215,7215,37130,Male,Loyal Customer,47,Business travel,Business,1189,2,1,1,1,5,4,3,2,2,2,2,3,2,2,0,7.0,neutral or dissatisfied
7216,7216,18238,Female,disloyal Customer,37,Business travel,Eco,228,3,4,3,3,5,3,5,5,3,4,3,4,4,5,0,0.0,neutral or dissatisfied
7217,7217,111873,Female,Loyal Customer,59,Business travel,Business,2984,4,4,2,4,5,4,5,5,5,4,5,5,5,3,7,3.0,satisfied
7218,7218,95281,Female,Loyal Customer,19,Personal Travel,Eco,496,3,5,3,5,1,3,1,1,1,4,2,2,1,1,0,0.0,neutral or dissatisfied
7219,7219,126452,Male,Loyal Customer,47,Business travel,Business,1788,2,2,2,2,4,3,5,4,4,5,4,3,4,5,64,46.0,satisfied
7220,7220,16895,Male,Loyal Customer,37,Personal Travel,Eco,746,5,2,5,4,3,5,3,3,2,5,4,1,3,3,0,0.0,satisfied
7221,7221,1500,Male,Loyal Customer,59,Personal Travel,Eco,737,1,2,1,4,3,1,3,3,4,1,3,3,3,3,0,0.0,neutral or dissatisfied
7222,7222,74464,Female,Loyal Customer,37,Business travel,Business,1171,3,1,1,1,1,2,3,3,3,3,3,2,3,4,20,14.0,neutral or dissatisfied
7223,7223,87756,Female,Loyal Customer,61,Business travel,Business,2897,4,4,4,4,2,4,4,4,4,4,5,4,4,5,0,0.0,satisfied
7224,7224,183,Male,disloyal Customer,26,Business travel,Business,213,3,0,3,3,2,3,2,2,5,5,4,4,5,2,0,0.0,neutral or dissatisfied
7225,7225,97948,Male,Loyal Customer,48,Business travel,Business,391,1,1,1,1,4,5,4,5,5,5,5,4,5,5,0,,satisfied
7226,7226,15464,Female,Loyal Customer,73,Business travel,Business,399,2,2,2,2,2,2,4,5,5,5,5,3,5,4,0,0.0,satisfied
7227,7227,75626,Male,Loyal Customer,70,Business travel,Eco Plus,337,3,5,4,5,3,3,3,3,3,3,2,1,3,3,0,0.0,neutral or dissatisfied
7228,7228,45545,Male,Loyal Customer,69,Personal Travel,Eco,508,5,5,5,3,3,5,3,3,4,5,5,4,5,3,0,0.0,satisfied
7229,7229,78733,Female,Loyal Customer,47,Business travel,Business,3014,1,1,1,1,5,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
7230,7230,110356,Male,Loyal Customer,47,Business travel,Eco,919,2,2,2,2,2,2,2,2,1,3,4,3,4,2,0,0.0,neutral or dissatisfied
7231,7231,54229,Female,Loyal Customer,25,Business travel,Eco,1222,5,4,4,4,5,5,4,5,5,2,5,2,5,5,34,11.0,satisfied
7232,7232,70101,Male,Loyal Customer,60,Business travel,Business,3591,5,5,5,5,2,4,4,5,5,5,5,5,5,4,97,108.0,satisfied
7233,7233,38274,Female,Loyal Customer,68,Personal Travel,Eco,1111,2,5,2,2,2,5,5,5,5,2,5,4,5,5,37,29.0,neutral or dissatisfied
7234,7234,2135,Female,Loyal Customer,48,Personal Travel,Eco,431,5,3,5,1,2,5,2,2,2,5,2,2,2,5,13,18.0,satisfied
7235,7235,69343,Male,Loyal Customer,30,Business travel,Business,3462,4,2,4,4,4,4,4,4,5,4,4,5,4,4,0,0.0,satisfied
7236,7236,45987,Male,Loyal Customer,60,Business travel,Eco,483,4,3,3,3,4,4,4,4,3,2,4,2,2,4,0,6.0,satisfied
7237,7237,27518,Male,Loyal Customer,26,Personal Travel,Eco,671,2,1,2,4,2,2,2,2,1,3,4,4,4,2,22,18.0,neutral or dissatisfied
7238,7238,65383,Female,Loyal Customer,25,Personal Travel,Eco,631,2,5,2,5,1,2,1,1,5,4,5,3,4,1,47,53.0,neutral or dissatisfied
7239,7239,112389,Female,Loyal Customer,22,Business travel,Business,3287,4,4,4,4,4,4,4,4,5,3,5,5,5,4,39,50.0,satisfied
7240,7240,88524,Male,Loyal Customer,52,Personal Travel,Eco,240,2,4,2,2,2,2,2,2,4,3,4,4,4,2,0,0.0,neutral or dissatisfied
7241,7241,115930,Female,disloyal Customer,23,Business travel,Eco,337,1,1,1,1,4,1,4,4,3,3,2,2,2,4,0,0.0,neutral or dissatisfied
7242,7242,92128,Male,Loyal Customer,68,Personal Travel,Eco,1454,1,4,1,4,3,1,3,3,3,3,4,3,4,3,23,4.0,neutral or dissatisfied
7243,7243,96649,Male,Loyal Customer,60,Business travel,Business,3294,2,4,2,4,4,4,4,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied
7244,7244,17490,Female,Loyal Customer,47,Business travel,Business,3709,3,3,3,3,4,5,2,5,5,5,5,4,5,2,0,0.0,satisfied
7245,7245,117715,Male,Loyal Customer,16,Personal Travel,Eco,1009,5,5,5,4,4,5,4,4,3,2,4,5,4,4,26,15.0,satisfied
7246,7246,44651,Female,Loyal Customer,53,Business travel,Business,67,3,3,3,3,2,5,1,5,5,5,5,1,5,1,0,0.0,satisfied
7247,7247,9918,Female,Loyal Customer,54,Business travel,Eco,515,3,4,4,4,2,3,4,3,3,3,3,2,3,3,0,0.0,neutral or dissatisfied
7248,7248,87686,Male,Loyal Customer,28,Personal Travel,Eco,606,4,4,4,3,4,4,4,4,5,4,4,3,5,4,35,29.0,satisfied
7249,7249,12293,Male,disloyal Customer,49,Business travel,Eco,190,3,0,3,2,5,3,5,5,1,3,4,5,2,5,0,0.0,neutral or dissatisfied
7250,7250,105858,Female,Loyal Customer,28,Business travel,Eco Plus,842,1,3,3,3,1,1,1,1,2,1,4,1,4,1,0,0.0,neutral or dissatisfied
7251,7251,27530,Male,Loyal Customer,47,Personal Travel,Eco,978,4,5,4,3,3,4,3,3,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
7252,7252,100435,Female,Loyal Customer,69,Business travel,Eco Plus,1620,2,1,1,1,5,3,4,2,2,2,2,3,2,4,36,8.0,neutral or dissatisfied
7253,7253,69698,Male,Loyal Customer,53,Business travel,Business,1372,4,4,4,4,5,5,4,5,5,4,5,4,5,4,0,4.0,satisfied
7254,7254,9940,Male,disloyal Customer,25,Business travel,Eco,508,1,4,1,4,4,1,4,4,1,1,3,1,3,4,10,4.0,neutral or dissatisfied
7255,7255,2677,Female,Loyal Customer,53,Personal Travel,Eco,622,2,4,2,3,5,4,4,4,4,2,4,4,4,3,17,13.0,neutral or dissatisfied
7256,7256,64407,Male,Loyal Customer,43,Business travel,Eco Plus,1172,1,3,3,3,1,1,1,1,4,1,3,3,3,1,0,5.0,neutral or dissatisfied
7257,7257,108380,Male,Loyal Customer,38,Personal Travel,Eco,1728,2,5,2,1,5,2,5,5,4,2,3,3,5,5,14,9.0,neutral or dissatisfied
7258,7258,60717,Female,Loyal Customer,22,Business travel,Eco,1605,2,1,1,1,2,1,2,3,4,4,4,2,2,2,138,144.0,neutral or dissatisfied
7259,7259,94771,Female,Loyal Customer,44,Business travel,Business,192,1,3,3,3,5,2,2,3,3,3,1,4,3,3,13,12.0,neutral or dissatisfied
7260,7260,83492,Female,Loyal Customer,48,Business travel,Eco,946,4,5,5,5,2,1,2,4,4,4,4,3,4,1,0,23.0,neutral or dissatisfied
7261,7261,115738,Male,Loyal Customer,80,Business travel,Business,3521,3,5,5,5,4,3,4,3,3,3,3,3,3,2,30,29.0,neutral or dissatisfied
7262,7262,51459,Female,Loyal Customer,8,Personal Travel,Eco Plus,77,1,4,1,3,3,1,4,3,5,5,4,4,5,3,0,0.0,neutral or dissatisfied
7263,7263,81432,Female,Loyal Customer,47,Personal Travel,Eco,393,3,4,3,4,4,4,4,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
7264,7264,15351,Female,Loyal Customer,66,Personal Travel,Business,164,3,4,3,3,3,5,4,5,5,3,5,5,5,3,0,0.0,neutral or dissatisfied
7265,7265,51895,Male,Loyal Customer,43,Business travel,Business,2610,2,5,5,5,5,4,4,2,2,2,2,1,2,1,0,0.0,neutral or dissatisfied
7266,7266,6102,Male,Loyal Customer,57,Business travel,Business,491,4,4,4,4,3,4,4,3,3,3,3,5,3,3,4,2.0,satisfied
7267,7267,116705,Female,disloyal Customer,24,Business travel,Eco,337,3,0,3,2,1,3,1,1,1,3,1,5,3,1,58,65.0,neutral or dissatisfied
7268,7268,91149,Male,Loyal Customer,28,Personal Travel,Eco,581,3,3,3,2,5,3,5,5,4,5,3,1,3,5,0,0.0,neutral or dissatisfied
7269,7269,48945,Male,Loyal Customer,49,Business travel,Eco,326,5,2,2,2,5,5,5,5,1,2,1,3,5,5,0,0.0,satisfied
7270,7270,124798,Female,Loyal Customer,56,Business travel,Business,2793,2,2,2,2,2,2,2,1,5,2,2,2,3,2,144,187.0,neutral or dissatisfied
